,School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
33,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
34,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
35,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
36,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
37,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
38,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
39,Academy for Software Engineering(MS),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
40,Academy of Collaborative Education(MN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
41,Academy of Innovative Learning(SI),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
42,Academy of Innovative Learning(SI),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
43,Academy of Innovative Learning(SI),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
44,Academy of Innovative Technology(BN),Juvenile Report,On-Site,No,Full-Time,N,Y,N,PATROL,Metal,N,None,,,V
45,Academy of Innovative Technology(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
46,Academy of Innovative Technology(BN),Mitigated,On-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
47,Academy of Innovative Technology(BN),Mitigated,On-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
48,Academy of Innovative Technology(BN),Mitigated,On-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,
49,Academy of Innovative Technology(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
50,Academy of Innovative Technology(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
51,ACE Academy for Scholars@Geraldine Ferraro Campus(PS 290)(QN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
52,Achievement First Bushwick(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
53,Achievement First Bushwick(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
54,Adlai Stevenson HS(XE) ,Arrested,On-Site,No,Full-Time,N,Y,Y,UTF,Metal,N,None,ASSAULT,,F
55,Adlai Stevenson HS(XE) ,Arrested,On-Site,No,Full-Time,N,Y,Y,UTF,Metal,N,None,ASSAULT,,F
56,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
57,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
58,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
59,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
60,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
61,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
62,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,V
63,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
64,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
65,Adlai Stevenson HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
66,Adlai Stevenson HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
67,Adlai Stevenson HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
68,Adlai Stevenson HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
69,Adlai Stevenson HS(XE) ,Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,POSS. OF KNIFE,V
70,Adlai Stevenson HS(XE) ,Summons,On-Site,No,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,POSS. OF KNIFE,V
71,Alfred E. Smith Campus YABC(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
72,Alfred E. Smith Campus YABC(XW),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
73,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Mitigated,Off-Site,No,Hand Wand,N,Y,Y,DOE,No Restraints,N,None,,,
74,Alternative Learning Center@John Jay Campus,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,
75,Alternative Learning Center@John Jay Campus,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,
76,Alternative Learning Center@John Jay Campus,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,
77,Alternative Learning Center@John Jay Campus,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,
78,Alternative Learning Center@Stevenson Campus,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
79,Ampark Neighborhood School(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
80,Ampark Neighborhood School(XW),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
81,Andries Hudde JHS(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
82,Andries Hudde JHS(BS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
83,Antonia Pantoja Preparatory Academy(XE),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
84,AP RANDOLPH CAMPUS HS(MN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
85,AP RANDOLPH CAMPUS HS(MN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
86,AP RANDOLPH CAMPUS HS(MN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
87,AP RANDOLPH CAMPUS HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
88,AP RANDOLPH CAMPUS HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
89,AP RANDOLPH CAMPUS HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
90,AP RANDOLPH CAMPUS HS(MN) ,PINS / Warrant,Off-Site,No,Non-Scanning,N,Y,N,PATROL,No Restraints,N,None,,,
91,ART & DESIGN HS @PS 59M(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
92,ART & DESIGN HS @PS 59M(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
93,ART & DESIGN HS @PS 59M(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
94,ART & DESIGN HS @PS 59M(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
95,ART & DESIGN HS @PS 59M(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
96,ART & DESIGN HS @PS 59M(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
97,Aspirations Diploma Plus high school,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
98,AUGUST MARTIN HS(QS) ,Arrested,On-Site,Yes,Full-Time,N,N,Y,PATROL,Metal,N,None,ASSAULT,,M
99,AUGUST MARTIN HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,UTF,Metal,Y,Physical Force,,,
100,AUGUST MARTIN HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
101,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
102,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
103,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
104,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
105,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
106,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
107,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
108,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
109,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
110,AUGUST MARTIN HS(QS) ,Mitigated,Off-Site,No,Full-Time,N,N,Y,DOE,No Restraints,N,None,,,
111,AUXILIARY SERVICES@JEFFREY TENZER(MS),Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
112,AUXILIARY SERVICES@JEFFREY TENZER(MS),Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
113,AUXILIARY SERVICES@WILLIAM GRADY VOC  HS(BS),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
114,BANANA KELLY HS(XE) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
115,BARD HS EARLY COLLEGE(MS) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,UNLAW IMPRIS,,M
116,Battery Park City School(MS),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
117,BAYARD RUSTIN EDUCATIONAL COMPLEX(MS) ,Juvenile Report,On-Site,No,Unannounced,Y,Y,Y,SSA,No Restraints,N,None,,,M
118,BAYARD RUSTIN EDUCATIONAL COMPLEX(MS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
119,BAYARD RUSTIN EDUCATIONAL COMPLEX(MS) ,Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
120,Baychester Academy(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
121,BAYSIDE HS(QN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
122,BEACH CHANNEL HS(QS) ,Arrested,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,ASSAULT,,F
123,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,
124,BEACH CHANNEL HS(QS) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
125,BEACH CHANNEL HS(QS) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
126,BEACH CHANNEL HS(QS) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
127,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
128,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
129,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
130,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
131,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
132,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
133,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
134,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
135,Beacon High School (MS),Arrested,Off-Site,No,Non-Scanning,N,Y,N,DB,Metal,N,None,ASSAULT,,F
136,Beacon High School (MS),Arrested,Off-Site,No,Non-Scanning,N,Y,N,DB,Metal,N,None,ASSAULT,,F
137,Beacon High School (MS),Arrested,Off-Site,No,Non-Scanning,N,Y,N,DB,Metal,N,None,ASSAULT,,F
138,Beacon High School (MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
139,Beacon High School (MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
140,Beacon High School (MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
141,Bedford Park Elementary School(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
142,Bedford Park Elementary School(XW),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
143,Bedford Stuyvesant Collegiate Charter School(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,SSA,Velcro,N,None,,,
144,BENJAMIN BANNEKER ACADEMY(BN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
145,BENJAMIN BANNEKER ACADEMY(BN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
146,BENJAMIN BANNEKER ACADEMY(BN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
147,BENJAMIN CARDOZO HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
148,BENJAMIN CARDOZO HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
149,BENJAMIN CARDOZO HS(QN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
150,BENJAMIN CARDOZO HS(QN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
151,BENJAMIN CARDOZO HS(QN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
152,Benjamin Franklin HS for Finance and Information Technology(QS),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
153,BOYS AND GIRLS HS(BN) ,Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
154,BOYS AND GIRLS HS(BN) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
155,BOYS AND GIRLS HS(BN) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,V
156,BOYS AND GIRLS HS(BN) ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
157,BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
158,BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
159,BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
160,BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
161,BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
162,BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
163,BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
164,BOYS AND GIRLS HS(BN) ,Summons,On-Site,No,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,"IMITATION PISTOL/AIR RIFLE, POSS. OF",V
165,BOYS AND GIRLS HS(BN) ,Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,BOX CUTTER,V
166,BOYS AND GIRLS HS(BN) ,Summons,On-Site,No,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
167,BRANDEIS YABC(MN),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
168,BRANDEIS YABC(MN),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
169,BRANDEIS YABC(MN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
170,BRANDEIS YABC(MN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
171,BRANDEIS YABC(MN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
172,BRANDEIS YABC(MN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
173,BRANDEIS YABC(MN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
174,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Arrested,Off-Site,No,Non-Scanning,N,N,N,DB,Metal,N,None,ROBBERY,,F
175,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
176,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
177,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
178,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
179,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
180,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
181,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
182,BRONX ACADEMY OF HEALTH CAREERS(XE),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,M
183,BRONX ACADEMY OF HEALTH CAREERS(XE),Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
184,Bronx Career & College Preparatory HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
185,Bronx Career & College Preparatory HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
186,Bronx Career & College Preparatory HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
187,Bronx Career & College Preparatory HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
188,Bronx Career & College Preparatory HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
189,Bronx Career & College Preparatory HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
190,Bronx Career & College Preparatory HS(XE),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
191,BRONX CENTER FOR SCIENCE & MATHEMATICS(XE) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
192,BRONX CENTER FOR SCIENCE & MATHEMATICS(XE) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
193,Bronx Collaborative High School (XW),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
194,Bronx Design & Construction Academy(XW),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
195,Bronx Haven HS(XW),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
196,BRONX HS FOR THE VISUAL ARTS(XE) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,,,
197,BRONX HS FOR THE VISUAL ARTS(XE) ,Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
198,BRONX HS OF SCIENCE(XW) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,CPCS,,M
199,BRONX HS OF SCIENCE(XW) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
200,BRONX HS OF SCIENCE(XW) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
201,BRONX HS OF SCIENCE(XW) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
202,BRONX LAB SCHOOL(XE),Arrested,Off-Site,No,Full-Time,N,N,N,DB,Metal,N,None,ROBBERY,,F
