,year,building_code,dbn,location_name,address,borough,register,major_crimes,other_crimes,non_criminal,property_crimes,violent_crimes,population_group,population_range,latitude,longitude
761,2013-14,M042,02M042,P.S. 042 Benjamin Altman,71 HESTER STREET,M,792,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.715905,-73.990895
762,2013-14,M043,05M369,Urban Assembly School for the Performing Arts,509 WEST 129 STREET,M,354,,,,,,3C,251-500,40.815256,-73.955325
763,2013-14,M043,05M410,The Urban Assembly Institute for New Technologies,509 WEST 129 STREET,M,96,,,,,,2C,1-250,40.815256,-73.955325
764,2013-14,M043,05M286,I.S. M286 Renaissance Leadership Academy,509 WEST 129 STREET,M,172,,,,,,2C,1-250,40.815256,-73.955325
765,2013-14,M043,05M367,Academy for Social Action: A College Board School,509 WEST 129 STREET,M,309,,,,,,3C,251-500,40.815256,-73.955325
766,2013-14,M645,02M655,Life Sciences Secondary School,320 EAST  96 STREET,M,771,0.0,5.0,3.0,2.0,2.0,5C,751-1000,40.783625,-73.945637
767,2013-14,M043,,509 WEST 129 STREET CONSOLIDATED LOCATION,509 WEST 129 STREET,M,931,2.0,12.0,14.0,4.0,3.0,5C,751-1000,40.815256,-73.955325
768,2013-14,M044,03M334,The Anderson School,100 WEST  77 STREET,M,576,,,,,,4C,501-750,40.780822,-73.976855
769,2013-14,M044,03M452,P.S. 452,100 WEST  77 STREET,M,220,,,,,,2C,1-250,40.780822,-73.976855
770,2013-14,M044,03M245,M.S. M245 The Computer School,100 WEST  77 STREET,M,411,,,,,,3C,251-500,40.780822,-73.976855
771,2013-14,M044,,100 WEST  77 STREET CONSOLIDATED LOCATION,100 WEST  77 STREET,M,"1,207",0.0,3.0,1.0,1.0,1.0,6C,1001-1250,40.780822,-73.976855
772,2013-14,M045,84M335      ,Harlem Village Academy Leadership Charter School,2351 1ST AVENUE,M,,,,,,,,,40.798884,-73.933319
773,2013-14,M045,04M409,Coalition School for Social Change,2351 1ST AVENUE,M,311,,,,,,3C,251-500,40.798884,-73.933319
774,2013-14,M045,,2351 1ST AVENUE CONSOLIDATED LOCATION,2351 1ST AVENUE,M,311,1.0,7.0,4.0,1.0,5.0,3C,251-500,40.798884,-73.933319
775,2013-14,M046,05M046,P.S. 046 Arthur Tappan,2987 FREDERICK DGLS BLVD,M,843,1.0,3.0,1.0,4.0,0.0,5C,751-1000,,
776,2013-14,M047,02M347,The 47 American Sign Language & English Lower Scho,223 EAST 23 STREET,M,214,,,,,,2C,1-250,40.738548,-73.982455
777,2013-14,M047,02M047,47 The American Sign Language and English Secondar,223 EAST 23 STREET,M,184,,,,,,2C,1-250,40.738548,-73.982455
778,2013-14,M047,,223 EAST 23 STREET CONSOLIDATED LOCATION,223 EAST 23 STREET,M,398,0.0,0.0,2.0,0.0,0.0,3C,251-500,40.738548,-73.982455
779,2013-14,M048,06M048,P.S. 048 P.O. Michael J. Buczek,4360-78 BROADWAY,M,624,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.853466,-73.934048
780,2013-14,M050,04M050,P.S. 050 Vito Marcantonio,433 EAST 100 STREET,M,304,,,,,,3C,251-500,40.785258,-73.941526
781,2013-14,M050,84M337      ,New York Center for Autism Charter School,433 EAST 100 STREET,M,,,,,,,,,40.785258,-73.941526
782,2013-14,M050,,433 EAST 100 STREET CONSOLIDATED LOCATION,433 EAST 100 STREET,M,304,1.0,3.0,2.0,4.0,0.0,3C,251-500,40.785258,-73.941526
783,2013-14,M052,06M052,J.H.S. 052 Inwood,650 ACADEMY STREET,M,533,,,,,,4C,501-750,40.866053,-73.924835
784,2013-14,M052,06M423,High School for Excellence and Innovation,650 ACADEMY STREET,M,223,,,,,,2C,1-250,40.866053,-73.924835
785,2013-14,M052,,650 ACADEMY STREET CONSOLIDATED LOCATION,650 ACADEMY STREET,M,756,0.0,1.0,2.0,0.0,1.0,5C,751-1000,40.866053,-73.924835
786,2013-14,M054,03M054,J.H.S. 054 Booker T. Washington,103 WEST 107 STREET,M,815,1.0,4.0,1.0,4.0,1.0,5C,751-1000,40.800119,-73.962837
787,2013-14,M056,01M332,University Neighborhood Middle School,220 HENRY STREET,M,100,,,,,,2C,1-250,40.713684,-73.986336
788,2013-14,M056,84M080      ,Manhattan Charter School II,220 HENRY STREET,M,,,,,,,,,40.713684,-73.986336
789,2013-14,M056,01M292,Henry Street School for International Studies,220 HENRY STREET,M,320,,,,,,3C,251-500,40.713684,-73.986336
790,2013-14,M056,01M345,"Collaborative Academy of Science, Technology, & La",220 HENRY STREET,M,166,,,,,,2C,1-250,40.713684,-73.986336
791,2013-14,M056,,220 HENRY STREET CONSOLIDATED LOCATION,220 HENRY STREET,M,586,4.0,15.0,9.0,14.0,5.0,4C,501-750,40.713684,-73.986336
792,2013-14,M057,04M057,James Weldon Johnson,176 EAST 115 STREET,M,843,1.0,1.0,1.0,2.0,0.0,5C,751-1000,40.797577,-73.94128
793,2013-14,M058,75M035,P.S. 035,317 WEST  52ND STREET,M,240,2.0,6.0,23.0,1.0,6.0,2C,1-250,40.763866,-73.985939
794,2013-14,M060,01M450,East Side Community School,420 EAST 12 STREET,M,649,1.0,4.0,0.0,3.0,1.0,4C,501-750,40.729589,-73.982555
795,2013-14,M061,01M315,The East Village Community School,610 EAST  12 STREET,M,276,,,,,,3C,251-500,40.727892,-73.978525
796,2013-14,M089,02M289,I.S. 289,201 WARREN STREET,M,293,,,,,,3C,251-500,40.716668,-74.013542
797,2013-14,M061,01M361,The Children's Workshop School,610 EAST  12 STREET,M,258,,,,,,3C,251-500,40.727892,-73.978525
798,2013-14,M061,,610 EAST  12 STREET CONSOLIDATED LOCATION,610 EAST  12 STREET,M,534,1.0,1.0,0.0,1.0,1.0,4C,501-750,40.727892,-73.978525
799,2013-14,M063,01M063,The STAR Academy - P.S.63,121 EAST  3 STREET,M,179,,,,,,2C,1-250,40.724117,-73.986381
800,2013-14,M063,01M363,Neighborhood School,121 EAST  3 STREET,M,300,,,,,,3C,251-500,40.724117,-73.986381
801,2013-14,M063,,121 EAST  3 STREET CONSOLIDATED LOCATION,121 EAST  3 STREET,M,479,0.0,0.0,2.0,0.0,0.0,3C,251-500,40.724117,-73.986381
802,2013-14,M064,01M839,Tompkins Square Middle School,600 EAST  6 STREET,M,377,,,,,,3C,251-500,40.72438,-73.98138
803,2013-14,M064,01M064,P.S. 064 Robert Simon,600 EAST  6 STREET,M,287,,,,,,3C,251-500,40.72438,-73.98138
804,2013-14,M064,01M364,Earth School,600 EAST  6 STREET,M,318,,,,,,3C,251-500,40.72438,-73.98138
805,2013-14,M137,01M184,P.S. 184m Shuang Wen,327 CHERRY STREET,M,668,1.0,0.0,0.0,0.0,1.0,4C,501-750,40.711549,-73.986542
806,2013-14,M064,,600 EAST  6 STREET CONSOLIDATED LOCATION,600 EAST  6 STREET,M,982,1.0,3.0,0.0,4.0,0.0,5C,751-1000,40.72438,-73.98138
807,2013-14,M070,02M312,New York City Lab Middle School for Collaborative,333 WEST  17 STREET,M,573,,,,,,4C,501-750,40.742129,-74.002198
808,2013-14,M070,02M414,N.Y.C. Museum School,333 WEST  17 STREET,M,462,,,,,,3C,251-500,40.742129,-74.002198
809,2013-14,M070,02M412,N.Y.C. Lab School for Collaborative Studies,333 WEST  17 STREET,M,599,,,,,,4C,501-750,40.742129,-74.002198
810,2013-14,M070,,333 WEST  17 STREET CONSOLIDATED LOCATION,333 WEST  17 STREET,M,"1,634",1.0,4.0,1.0,5.0,0.0,8C,1501-1750,40.742129,-74.002198
811,2013-14,M072,04M072,The Lexington Academy,131 EAST 104 STREET,M,499,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.791179,-73.947776
812,2014-15,Q031,26Q031,P.S. 031 Bayside,211-45 46 ROAD,Q,561,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.757064,-73.770122
813,2013-14,M075,03M075,P.S. 075 Emily Dickinson,735 WEST END AVENUE,M,607,,,,,,4C,501-750,40.795157,-73.973292
814,2013-14,M075,03M250,M.S. 250 West Side Collaborative Middle School,735 WEST END AVENUE,M,190,,,,,,2C,1-250,40.795157,-73.973292
815,2013-14,M075,,735 WEST END AVENUE CONSOLIDATED LOCATION,735 WEST END AVENUE,M,797,2.0,2.0,2.0,2.0,2.0,5C,751-1000,40.795157,-73.973292
816,2013-14,M076,03M076,P.S. 076 A. Philip Randolph,220 WEST 121 STREET,M,498,1.0,1.0,1.0,2.0,0.0,3C,251-500,40.806768,-73.951061
817,2013-14,M079,75M079,P.S. M079 - Horan School,55 EAST 120 STREET,M,254,0.0,3.0,4.0,1.0,2.0,3C,251-500,40.802419,-73.942634
818,2013-14,M083,04M182,The Bilingual Bicultural School,219 EAST 109 STREET,M,376,,,,,,3C,251-500,40.793194,-73.942548
819,2013-14,M083,04M083,P.S. 083 Luis Munoz Rivera,219 EAST 109 STREET,M,460,,,,,,3C,251-500,40.793194,-73.942548
820,2013-14,M083,,219 EAST 109 STREET CONSOLIDATED LOCATION,219 EAST 109 STREET,M,836,3.0,0.0,1.0,2.0,1.0,5C,751-1000,40.793194,-73.942548
821,2013-14,M084,03M084,P.S. 084 Lillian Weber,32 WEST  92 STREET,M,517,,,,,,4C,501-750,40.789526,-73.967574
822,2013-14,M097,01M696,Bard High School Early College,525 EAST HOUSTON STREET,M,560,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.719029,-73.975891
823,2013-14,M084,03M247,M.S. M247 Dual Language Middle School,32 WEST  92 STREET,M,195,,,,,,2C,1-250,40.789526,-73.967574
824,2013-14,M084,,32 WEST  92 STREET CONSOLIDATED LOCATION,32 WEST  92 STREET,M,712,0.0,2.0,0.0,1.0,1.0,4C,501-750,40.789526,-73.967574
825,2013-14,M087,03M087,P.S. 087 William Sherman,160 WEST  78 STREET,M,900,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.781958,-73.977638
826,2013-14,M088,03M415,Wadleigh Secondary School for the Performing & Vis,215 WEST 114 STREET,M,531,,,,,,4C,501-750,40.802207,-73.954142
827,2013-14,M088,03M860,Frederick Douglass Academy II Secondary School,215 WEST 114 STREET,M,429,,,,,,3C,251-500,40.802207,-73.954142
828,2013-14,M088,,215 WEST 114 STREET CONSOLIDATED LOCATION,215 WEST 114 STREET,M,960,3.0,4.0,11.0,3.0,3.0,5C,751-1000,40.802207,-73.954142
829,2013-14,M089,,201 WARREN STREET CONSOLIDATED LOCATION,201 WARREN STREET,M,765,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.716668,-74.013542
830,2013-14,M090,06M324,M.S. 324 - Patria Mirabal,21 JUMEL PLACE,M,450,,,,,,3C,251-500,40.839305,-73.936159
831,2013-14,M090,06M319,M.S. 319 - Maria Teresa,21 JUMEL PLACE,M,637,,,,,,4C,501-750,40.839305,-73.936159
832,2013-14,M090,84M068      ,KIPP Washington Heights Middle School,21 JUMEL PLACE,M,,,,,,,,,40.839305,-73.936159
833,2013-14,M090,,21 JUMEL PLACE CONSOLIDATED LOCATION,21 JUMEL PLACE,M,"1,087",0.0,1.0,3.0,1.0,0.0,6C,1001-1250,40.839305,-73.936159
834,2013-14,M092,84M388      ,St. HOPE Leadership Academy Charter School,222 WEST 134 STREET,M,,,,,,,,,40.815016,-73.945123
835,2013-14,M092,05M092,P.S. 092 Mary McLeod Bethune,222 WEST 134 STREET,M,262,,,,,,3C,251-500,40.815016,-73.945123
836,2013-14,M092,,222 WEST 134 STREET CONSOLIDATED LOCATION,222 WEST 134 STREET,M,262,1.0,1.0,0.0,2.0,0.0,3C,251-500,40.815016,-73.945123
837,2013-14,M093,06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,501-503 WEST 152 STREET,M,468,0.0,1.0,0.0,1.0,0.0,3C,251-500,40.829832,-73.944789
838,2013-14,M096,04M096,P.S. 096 Joseph Lanzetta,216 EAST 120 STREET,M,506,0.0,3.0,2.0,1.0,2.0,4C,501-750,40.800256,-73.937558
839,2013-14,M098,06M098,P.S. 098 Shorac Kappock,512 WEST 212 STREET,M,602,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.867826,-73.917059
840,2013-14,M099,84M385      ,Success Academy Charter School - Harlem 3,410 EAST 100 STREET,M,,,,,,,,,40.785671,-73.942548
841,2013-14,M099,84M433      ,Renaissance Charter High School for Innovation,410 EAST 100 STREET,M,,,,,,,,,40.785671,-73.942548
842,2013-14,M121,,232 EAST 103 STREET CONSOLIDATED LOCATION,232 EAST 103 STREET,M,283,0.0,2.0,2.0,1.0,1.0,3C,251-500,40.788952,-73.944538
843,2013-14,M099,04M224,M.S. 224 Manhattan East School for Arts & Academic,410 EAST 100 STREET,M,188,,,,,,2C,1-250,40.785671,-73.942548
844,2013-14,M099,04M635,Academy of Environmental Science Secondary High Sc,410 EAST 100 STREET,M,17,,,,,,2C,1-250,40.785671,-73.942548
845,2013-14,M099,,410 EAST 100 STREET CONSOLIDATED LOCATION,410 EAST 100 STREET,M,205,2.0,5.0,5.0,6.0,1.0,2C,1-250,40.785671,-73.942548
846,2013-14,M158,02M158,P.S. 158 Bayard Taylor,1458 YORK AVENUE,M,747,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.770419,-73.951135
847,2013-14,M101,04M375,Mosaic Preparatory Academy,141 EAST 111 STREET,M,331,0.0,5.0,1.0,4.0,1.0,3C,251-500,40.79564,-73.94441
848,2013-14,M102,04M102,P.S. 102 Jacques Cartier,315 EAST 113 STREET,M,317,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.794872,-73.938719
849,2013-14,M104,02M104,J.H.S. 104 Simon Baruch,330 EAST  21 STREET,M,"1,034",1.0,3.0,3.0,2.0,2.0,6C,1001-1250,40.736094,-73.980663
850,2013-14,M107,04M680,"Heritage School, The",1680 LEXINGTON AVENUE,M,351,0.0,2.0,1.0,0.0,1.0,3C,251-500,40.791881,-73.946558
851,2013-14,M108,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,1615 MADISON AVENUE,M,676,0.0,2.0,2.0,1.0,1.0,4C,501-750,40.795146,-73.948368
852,2013-14,M110,01M110,P.S. 110 Florence Nightingale,285 DELANCY STREET,M,416,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.715915,-73.979893
853,2013-14,M111,02M111,P.S. 111 Adolph S. Ochs,440 WEST  53 STREET,M,533,1.0,1.0,0.0,2.0,0.0,4C,501-750,40.765878,-73.988823
854,2013-14,M112,04M112,P.S. 112 Jose Celso Barbosa,535 EAST 119 STREET,M,361,0.0,1.0,1.0,0.0,1.0,3C,251-500,40.796668,-73.930966
855,2013-14,M113,84M279      ,The Opportunity Charter School,240 WEST 113 STREET,M,,,,,,,,,40.801689,-73.954908
856,2013-14,M113,84M386      ,Success Academy Charter School - Harlem 4,240 WEST 113 STREET,M,,,,,,,,,40.801689,-73.954908
857,2013-14,M113,03M241,STEM Institute of Manhattan,240 WEST 113 STREET,M,99,,,,,,2C,1-250,40.801689,-73.954908
858,2013-14,M130,02M130,P.S. 130 Hernando De Soto,143 BAXTER STREET,M,999,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.718903,-73.998438
859,2013-14,M113,,240 WEST 113 STREET CONSOLIDATED LOCATION,240 WEST 113 STREET,M,99,2.0,0.0,1.0,1.0,1.0,2C,1-250,40.801689,-73.954908
860,2013-14,M114,02M114,East Side Middle School,331 EAST 91ST STREET,M,443,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.780706,-73.948553
861,2013-14,M115,06M115,P.S. 115 Alexander Humboldt,586 WEST 177 STREET,M,588,0.0,1.0,0.0,1.0,0.0,4C,501-750,40.846542,-73.935205
862,2013-14,M116,02M116,P.S. 116 Mary Lindley Murray,210 EAST  33 STREET,M,724,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.744838,-73.978116
863,2013-14,M117,04M012,Tag Young Scholars,240 EAST 109 STREET,M,533,,,,,,4C,501-750,40.79307,-73.942303
864,2013-14,M117,04M381,Global Neighborhood Secondary School,240 EAST 109 STREET,M,153,,,,,,2C,1-250,40.79307,-73.942303
865,2013-14,M117,04M372,ESPERANZA PREPARATORY ACADEMY,240 EAST 109 STREET,M,424,,,,,,3C,251-500,40.79307,-73.942303
866,2013-14,M117,,240 EAST 109 STREET CONSOLIDATED LOCATION,240 EAST 109 STREET,M,"1,110",1.0,5.0,7.0,2.0,3.0,6C,1001-1250,40.79307,-73.942303
867,2013-14,M118,03M333,P.S. 333 Manhattan School for Children,154 WEST  93 STREET,M,771,,,,,,5C,751-1000,40.791728,-73.970845
868,2013-14,M118,03M256,M.S. 256 Academic & Athletic Excellence,154 WEST  93 STREET,M,159,,,,,,2C,1-250,40.791728,-73.970845
869,2013-14,M118,03M258,Community Action School - MS 258,154 WEST  93 STREET,M,258,,,,,,3C,251-500,40.791728,-73.970845
870,2013-14,M118,,154 WEST  93 STREET CONSOLIDATED LOCATION,154 WEST  93 STREET,M,"1,188",2.0,2.0,6.0,1.0,3.0,6C,1001-1250,40.791728,-73.970845
871,2013-14,M121,04M038,P.S. 38 Roberto Clemente,232 EAST 103 STREET,M,283,,,,,,3C,251-500,40.788952,-73.944538
872,2013-14,M121,84M382      ,DREAM Charter School,232 EAST 103 STREET,M,,,,,,,,,40.788952,-73.944538
873,2013-14,M485,03M485,Fiorello H. LaGuardia High School of Music & Art a,100 AMSTERDAM AVENUE,M,"2,730",2.0,2.0,5.0,4.0,0.0,11C,2501-3000,40.773629,-73.985273
874,2013-14,M123,84M482      ,Success Academy Charter School - Harlem 5,301 WEST 140 STREET,M,,,,,,,,,40.819767,-73.944433
875,2013-14,M123,05M123,P.S. 123 Mahalia Jackson,301 WEST 140 STREET,M,602,,,,,,4C,501-750,40.819767,-73.944433
876,2013-14,M123,,301 WEST 140 STREET CONSOLIDATED LOCATION,301 WEST 140 STREET,M,602,2.0,4.0,5.0,2.0,3.0,4C,501-750,40.819767,-73.944433
877,2013-14,M124,02M124,P.S. 124 Yung Wing,40 DIVISION STREET,M,866,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.714201,-73.995087
878,2013-14,M125,05M125,P.S. 125 Ralph Bunche,425 WEST 123 STREET,M,193,,,,,,2C,1-250,40.810431,-73.955809
879,2013-14,M125,84M726      ,KIPP STAR College Prep Charter School,433 WEST 123 STREET,M,,,,,,,,,40.810511,-73.955997
880,2013-14,M125,05M362,Columbia Secondary School,425 WEST 123 STREET,M,664,,,,,,4C,501-750,40.810431,-73.955809
881,2013-14,M125,,425 WEST 123 STREET CONSOLIDATED LOCATION,425 WEST 123 STREET,M,857,0.0,0.0,1.0,0.0,0.0,5C,751-1000,40.810431,-73.955809
882,2013-14,M126,02M126,P.S. 126 Jacob August Riis,80 CATHERINE STREET,M,841,,,,,,5C,751-1000,40.710729,-73.996631
883,2013-14,M126,02M893      ,Jacob Riis School,80 CATHERINE STREET,M,,,,,,,,,40.710729,-73.996631
884,2013-14,M126,,80 CATHERINE STREET CONSOLIDATED LOCATION,80 CATHERINE STREET,M,841,0.0,0.0,1.0,0.0,0.0,5C,751-1000,40.710729,-73.996631
885,2013-14,M128,06M128,P.S. 128 Audubon,560 WEST 169 STREET,M,603,,,,,,4C,501-750,40.841321,-73.938506
886,2013-14,M128,06M513,Castle Bridge School,560 WEST 169 STREET,M,119,,,,,,2C,1-250,40.841321,-73.938506
887,2013-14,M128,,560 WEST 169 STREET CONSOLIDATED LOCATION,560 WEST 169 STREET,M,722,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.841321,-73.938506
888,2013-14,M129,05M129,P.S. 129 John H. Finley,425 WEST 130 STREET,M,562,1.0,1.0,3.0,0.0,2.0,4C,501-750,40.814637,-73.951912
889,2013-14,M131,02M298,Pace High School,100 HESTER STREET,M,421,,,,,,3C,251-500,40.716553,-73.993092
890,2013-14,M131,02M131,M.S. 131,100 HESTER STREET,M,445,,,,,,3C,251-500,40.716553,-73.993092
891,2013-14,M131,02M394,EMMA LAZARUS HIGH SCHOOL,100 HESTER STREET,M,221,,,,,,2C,1-250,40.716553,-73.993092
892,2013-14,M131,,100 HESTER STREET CONSOLIDATED LOCATION,100 HESTER STREET,M,"1,087",1.0,2.0,3.0,3.0,0.0,6C,1001-1250,40.716553,-73.993092
893,2013-14,M132,06M132,P.S. 132 Juan Pablo Duarte,185 WADSWORTH AVENUE,M,632,,,,,,4C,501-750,40.850626,-73.934377
894,2013-14,M132,06M103,Dos Puentes Elementary School,185 WADSWORTH AVENUE,M,69,,,,,,2C,1-250,40.850626,-73.934377
895,2013-14,M132,,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,185 WADSWORTH AVENUE,M,701,0.0,1.0,0.0,1.0,0.0,4C,501-750,40.850626,-73.934377
896,2013-14,M133,05M133,P.S. 133 Fred R Moore,2121 5 AVENUE,M,251,0.0,1.0,0.0,1.0,0.0,3C,251-500,40.809672,-73.939872
897,2013-14,M134,01M137,P.S. 137 John L. Bernstein,293 EAST BROADWAY,M,202,,,,,,2C,1-250,40.71457,-73.983724
898,2013-14,M134,01M134,P.S. 134 Henrietta Szold,293 EAST BROADWAY,M,318,,,,,,3C,251-500,40.71457,-73.983724
899,2013-14,M134,,293 EAST BROADWAY CONSOLIDATED LOCATION,293 EAST BROADWAY,M,520,0.0,5.0,3.0,4.0,1.0,4C,501-750,40.71457,-73.983724
900,2013-14,M136,05M304,Mott Hall High School,6 EDGECOMBE AVENUE,M,425,,,,,,3C,251-500,40.817372,-73.947712
901,2013-14,M136,05M302,KAPPA IV,6 EDGECOMBE AVENUE,M,197,,,,,,2C,1-250,40.817372,-73.947712
902,2013-14,M136,05M148,Eagle Academy for Young Men of Harlem,6 EDGECOMBE AVENUE,M,67,,,,,,2C,1-250,40.817372,-73.947712
903,2013-14,M136,05M685,Bread & Roses Integrated Arts High School,6 EDGECOMBE AVENUE,M,274,,,,,,3C,251-500,40.817372,-73.947712
904,2013-14,M136,,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,6 EDGECOMBE AVENUE,M,963,2.0,8.0,21.0,5.0,5.0,5C,751-1000,40.817372,-73.947712
905,2013-14,M140,01M140,P.S. 140 Nathan Straus,123 RIDGE STREET,M,393,0.0,0.0,1.0,0.0,0.0,3C,251-500,40.71925,-73.983056
906,2013-14,M142,01M142,P.S. 142 Amalia Castro,100 ATTORNEY STREET,M,384,,,,,,3C,251-500,40.718383,-73.984452
907,2013-14,M142,84M320      ,Manhattan Charter School,100 ATTORNEY STREET,M,,,,,,,,,40.718383,-73.984452
908,2013-14,M142,,100 ATTORNEY STREET CONSOLIDATED LOCATION,100 ATTORNEY STREET,M,384,1.0,0.0,1.0,1.0,0.0,3C,251-500,40.718383,-73.984452
909,2013-14,M161,05M161,P.S. 161 Pedro Albizu Campos,499 WEST 133 STREET,M,913,0.0,0.0,2.0,0.0,0.0,5C,751-1000,40.81755,-73.953041
910,2013-14,M143,06M348,Washington Heights Expeditionary Learning School,511 WEST 182ND STREET,M,650,,,,,,4C,501-750,40.848908,-73.930948
911,2013-14,M143,06M143,J.H.S. 143 Eleanor Roosevelt,511 WEST 182ND STREET,M,446,,,,,,3C,251-500,40.848908,-73.930948
912,2013-14,M143,,511 WEST 182ND STREET CONSOLIDATED LOCATION,511 WEST 182ND STREET,M,"1,096",0.0,3.0,4.0,1.0,1.0,6C,1001-1250,40.848908,-73.930948
913,2013-14,M144,03M242,P.S. 242 - The Young Diplomats Magnet Academy,134 WEST 122 STREET,M,223,,,,,,2C,1-250,40.8063,-73.948013
914,2013-14,M144,84M861      ,Future Leaders Institute Charter School,134 WEST 122 STREET,M,,,,,,,,,40.8063,-73.948013
915,2013-14,M144,,134 WEST 122 STREET CONSOLIDATED LOCATION,134 WEST 122 STREET,M,223,0.0,1.0,1.0,1.0,0.0,2C,1-250,40.8063,-73.948013
916,2013-14,M145,03M421,West Prep Academy,150 WEST 105 STREET,M,214,,,,,,2C,1-250,40.799178,-73.964842
917,2013-14,M145,03M145,"P.S. 145, The Bloomingdale School",150 WEST 105 STREET,M,407,,,,,,3C,251-500,40.799178,-73.964842
918,2013-14,M145,,150 WEST 105 STREET CONSOLIDATED LOCATION,150 WEST 105 STREET,M,621,0.0,4.0,1.0,1.0,1.0,4C,501-750,40.799178,-73.964842
919,2013-14,M146,04M146,P.S. 146 Ann M. Short,421 EAST 106 STREET,M,420,3.0,0.0,3.0,2.0,1.0,3C,251-500,40.789295,-73.939262
920,2013-14,M152,06M152,P.S. 152 Dyckman Valley,93 NAGLE AVENUE,M,651,2.0,0.0,0.0,2.0,0.0,4C,501-750,40.860412,-73.927936
921,2013-14,M153,06M153,P.S. 153 Adam Clayton Powell,1750 AMSTERDAM AVENUE,M,876,,,,,,5C,751-1000,40.826295,-73.946845
922,2013-14,M153,06M368,Hamilton Heights School,1750 AMSTERDAM AVENUE,M,246,,,,,,2C,1-250,40.826295,-73.946845
923,2013-14,M153,,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,1750 AMSTERDAM AVENUE,M,"1,122",2.0,0.0,4.0,2.0,0.0,6C,1001-1250,40.826295,-73.946845
924,2013-14,M154,05M154,P.S. 154 Harriet Tubman,250 WEST 127 STREET,M,319,,,,,,3C,251-500,40.810928,-73.948938
925,2013-14,M154,84M065      ,Democracy Prep Endurance Charter School,250 WEST 127 STREET,M,,,,,,,,,40.810928,-73.948938
926,2013-14,M154,,250 WEST 127 STREET CONSOLIDATED LOCATION,250 WEST 127 STREET,M,319,0.0,0.0,1.0,0.0,0.0,3C,251-500,40.810928,-73.948938
927,2013-14,M155,04M377,Renaissance School of the Arts,319 EAST 117 STREET,M,160,,,,,,2C,1-250,40.797302,-73.936365
928,2013-14,M155,04M155,P.S. 155 William Paca,319 EAST 117 STREET,M,367,,,,,,3C,251-500,40.797302,-73.936365
929,2013-14,M155,,319 EAST 117 STREET CONSOLIDATED LOCATION,319 EAST 117 STREET,M,527,1.0,2.0,3.0,2.0,1.0,4C,501-750,40.797302,-73.936365
930,2013-14,M163,03M163,P.S. 163 Alfred E. Smith,163 WEST  97 STREET,M,625,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.794264,-73.968706
931,2013-14,M164,06M328,M.S. 328 - Manhattan Middle School for Scientific,401 WEST 164 STREET,M,292,,,,,,3C,251-500,40.836536,-73.937159
932,2013-14,M164,06M326,M.S. 326 - Writers Today & Leaders Tomorrow,401 WEST 164 STREET,M,283,,,,,,3C,251-500,40.836536,-73.937159
933,2013-14,M164,,401 WEST 164 STREET CONSOLIDATED LOCATION,401 WEST 164 STREET,M,575,0.0,13.0,4.0,2.0,7.0,4C,501-750,40.836536,-73.937159
934,2013-14,M165,03M165,P.S. 165 Robert E. Simon,234 WEST 109 STREET,M,858,,,,,,5C,751-1000,40.802917,-73.965613
935,2013-14,M165,03M862,Mott Hall II,234 WEST 109 STREET,M,345,,,,,,3C,251-500,40.802917,-73.965613
936,2013-14,M165,,234 WEST 109 STREET CONSOLIDATED LOCATION,234 WEST 109 STREET,M,"1,203",0.0,4.0,1.0,2.0,2.0,6C,1001-1250,40.802917,-73.965613
937,2013-14,M166,03M166,P.S. 166 The Richard Rodgers School of The Arts an,132 WEST  89 STREET,M,594,2.0,0.0,0.0,0.0,2.0,4C,501-750,40.788865,-73.971847
938,2013-14,M167,02M167,J.H.S. 167 Robert F. Wagner,220 EAST  76 STREET,M,"1,345",2.0,5.0,1.0,5.0,2.0,7C,1251-1500,40.77205,-73.958066
939,2013-14,M169,75M169,P.S. M169 - Robert F. Kennedy,110 EAST  88 STREET,M,282,2.0,6.0,2.0,1.0,4.0,3C,251-500,40.781227,-73.955673
940,2013-14,M171,04M171,P.S. 171 Patrick Henry,19 EAST 103 STREET,M,731,,,,,,4C,501-750,40.792122,-73.951961
