,School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
15,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
16,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
17,Academy for Young Writers(BN),Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
18,Academy of Hospitality &Tourism(BS),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,,Unk
19,Academy of Innovative Technology(BN),Mitigated,Off-Site,No,Full-Time,N,N,N,DOE,No Restraints,N,None,,,
20,Academy of Innovative Technology(BN),Mitigated,Off-Site,No,Full-Time,N,N,N,DOE,No Restraints,N,None,,,
21,ACADEMY OF URBAN PLANNING(BN) ,Juvenile Report,On-Site,No,Full-Time,Y,N,Y,SSA,No Restraints,N,None,,,Unk
22,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
23,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
24,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
25,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
26,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
27,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
28,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
29,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
30,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
31,ACADEMY OF URBAN PLANNING(BN) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
32,Achievement First North Brooklyn Prep Charter School(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
33,ACORN COMMUNITY HS(BN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
34,ACORN COMMUNITY HS(BN) ,Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,Unk
35,ACORN COMMUNITY HS(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
36,ACORN COMMUNITY HS(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
37,ACORN COMMUNITY HS(BN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
38,ADLAI STEVENSON HS GED(XE) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
39,Adlai Stevenson HS(XE) ,Juvenile Report,On-Site,No,Full-Time,Y,N,Y,SSA,Metal,N,None,,,Unk
40,Adlai Stevenson HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
41,Adlai Stevenson HS(XE) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
42,Adlai Stevenson HS(XE) ,Summons,On-Site,No,Full-Time,N,Y,Y,UTF,Metal,N,None,,DISORDERLY CONDUCT,V
43,Adlai Stevenson HS(XE) ,Summons,On-Site,No,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,BOX CUTTER,V
44,Adlai Stevenson HS(XE) ,Summons,On-Site,No,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
45,Adlai Stevenson HS(XE) ,Summons,On-Site,No,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,BOX CUTTER,V
46,Adlai Stevenson HS(XE) ,Summons,On-Site,No,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
47,ALC - August Martin HS@A. Martin HS (QS),Mitigated,Off-Site,No,Full-Time,N,N,N,PATROL,Metal,N,None,,,
48,ALC-JAMAICA ACADEMY@ALC-Complex (Old PS 182Q - Qns),Arrested,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,ASSAULT,,F
49,ALC-JAMAICA ACADEMY@ALC-Complex (Old PS 182Q - Qns),Child in Crisis,On-Site,No,Hand Wand,N,N,Y,,No Restraints,N,None,,,
50,Alfred E. Smith Campus YABC(XW),Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,,V
51,ALFRED SMITH CAREER & TECHNICAL EDUCATION HS(XW)  ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
52,ALFRED SMITH CAREER & TECHNICAL EDUCATION HS(XW)  ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,M
53,ALFRED SMITH CAREER & TECHNICAL EDUCATION HS(XW)  ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,SSA,No Restraints,N,None,,,M
54,ALFRED SMITH CAREER & TECHNICAL EDUCATION HS(XW)  ,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,Unk
55,ALFRED SMITH CAREER & TECHNICAL EDUCATION HS(XW)  ,Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,BOX CUTTER,V
56,Alternate Learning Center of Prospect Place(BN),Child in Crisis,On-Site,No,Hand Wand,N,Y,Y,,No Restraints,N,None,,,
57,Alternate Learning Center of Prospect Place(BN),Child in Crisis,On-Site,No,Hand Wand,N,Y,Y,,No Restraints,N,None,,,
58,Alternate Learning Center of Prospect Place(BN),Child in Crisis,On-Site,No,Hand Wand,N,Y,Y,,No Restraints,N,None,,,
59,Alternate Learning Center of Prospect Place(BN),Child in Crisis,On-Site,No,Hand Wand,N,Y,Y,,No Restraints,N,None,,,
60,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Child in Crisis,On-Site,No,Hand Wand,N,Y,Y,SSA,Metal,N,None,,,
61,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Child in Crisis,On-Site,No,Hand Wand,N,N,Y,,No Restraints,N,None,,,
62,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Juvenile Report,On-Site,No,Hand Wand,Y,Y,Y,SSA,No Restraints,N,None,,,Unk
63,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Juvenile Report,Off-Site,No,Full-Time,N,Y,N,PATROL,No Restraints,N,None,,,Unk
64,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Juvenile Report,Off-Site,No,Full-Time,N,Y,N,DOE,No Restraints,N,None,,,Unk
65,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Juvenile Report,Off-Site,No,Full-Time,N,Y,N,PATROL,No Restraints,N,None,,,Unk
66,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Mitigated,On-Site,No,Hand Wand,N,N,Y,DOE,No Restraints,,,,,
67,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Mitigated,On-Site,No,Hand Wand,N,N,Y,DOE,No Restraints,,,,,
68,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Mitigated,On-Site,No,Hand Wand,N,Y,Y,DOE,No Restraints,N,None,,,
69,ALTERNATE LEARNING CENTER RENAISSANCE CENTER(BN),Mitigated,On-Site,No,Hand Wand,N,Y,Y,DOE,No Restraints,,,,,
70,Alternative Learning Center@Stevenson Campus,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
71,Andries Hudde JHS(BS),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
72,Andries Hudde JHS(BS),Arrested,Off-Site,No,Non-Scanning,N,N,Y,DB,No Restraints,N,None,ROBBERY,,F
73,Andries Hudde JHS(BS),Arrested,Off-Site,No,Non-Scanning,N,N,Y,DB,No Restraints,N,None,ROBBERY,,F
74,Andries Hudde JHS(BS),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
75,Andries Hudde JHS(BS),Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
76,Antonia Pantoja Preparatory Academy(XE),Arrested,Off-Site,Yes,Full-Time,N,N,Y,PATROL,Metal,N,None,ENDAN WEL CHILD,,M
77,AP RANDOLPH CAMPUS HS(MN) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
78,AP RANDOLPH CAMPUS HS(MN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
79,AP RANDOLPH CAMPUS HS(MN) ,Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
80,AP RANDOLPH CAMPUS HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,,,
81,AP RANDOLPH CAMPUS HS(MN) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
82,ART & DESIGN HS @PS 59M(MS),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,ASSAULT,,M
83,ART & DESIGN HS @PS 59M(MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
84,ART & DESIGN HS @PS 59M(MS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
85,ART & DESIGN HS @PS 59M(MS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
86,ART & DESIGN HS @PS 59M(MS),Juvenile Report,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,M
87,Aspirations Diploma Plus HS(BN),Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
88,Aspirations Diploma Plus HS(BN),Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
89,Aspirations Diploma Plus HS(BN),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
90,Aspirations Diploma Plus HS(BN),Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
91,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,Y,Physical Force,,,
92,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
93,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,N,Y,DOE,No Restraints,,,,,
94,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,N,Y,DOE,No Restraints,,,,,
95,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
96,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
97,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
98,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
99,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
100,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
101,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
102,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
103,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
104,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
105,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
106,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
107,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
108,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
109,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
110,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
111,Aspirations Diploma Plus HS(BN),Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
112,Aspirations Diploma Plus HS(BN),Summons,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,,DISCON: FIGHTING,V
113,AUGUST MARTIN HS(QS) ,Arrested,Off-Site,No,Full-Time,N,N,N,DB,Metal,N,None,ROBBERY,,F
114,AUGUST MARTIN HS(QS) ,Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,F
115,AUGUST MARTIN HS(QS) ,Arrested,Off-Site,No,Full-Time,N,N,N,DB,Metal,N,None,POS FORG INST,,F
116,AUGUST MARTIN HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,N,Y,,No Restraints,N,None,,,
117,AUGUST MARTIN HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,N,Y,,No Restraints,N,None,,,
118,AUGUST MARTIN HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,N,Y,,No Restraints,N,None,,,
119,AUGUST MARTIN HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
120,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
121,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,,,,,
122,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,,,,,
123,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,,,,,
124,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,N,N,N,DOE,No Restraints,N,None,,,
125,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
126,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
127,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,N,N,N,DOE,No Restraints,N,None,,,
128,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
129,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
130,AUGUST MARTIN HS(QS) ,Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
131,AUGUST MARTIN HS(QS) ,Summons,On-Site,No,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
132,AUTOMOTIVE HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
133,AUTOMOTIVE HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
134,AUTOMOTIVE HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
135,AUTOMOTIVE HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
136,AUTOMOTIVE HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
137,AUTOMOTIVE HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
138,AUXILIARY SERVICES@SAINT GEORGE DAY(SI) ,Arrested,Off-Site,No,Hand Wand,N,N,Y,DB,Metal,N,None,GRAND LARCENY,,F
139,AUXILIARY SERVICES@SAINT GEORGE DAY(SI) ,Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
140,AVIATION CAREER & TECHNICAL EDUCATION HS(QN) ,Arrested,Off-Site,No,Non-Scanning,N,N,Y,PATROL,Metal,N,None,ASSAULT,,M
141,AVIATION CAREER & TECHNICAL EDUCATION HS(QN) ,Arrested,Off-Site,No,Non-Scanning,N,N,Y,PATROL,Metal,N,None,ASSAULT,,M
142,BANANA KELLY HS(XE) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
143,BANANA KELLY HS(XE) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
144,BANANA KELLY HS(XE) ,Mitigated,On-Site,No,Non-Scanning,N,Y,Y,DOE,No Restraints,,,,,
145,Bard HS Early College II(QN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
146,BARD HS(MS),Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
147,BAYARD RUSTIN EDUCATIONAL COMPLEX(MS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
148,Baychester Middle School(XE),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
149,BAYSIDE HS(QN) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
150,BAYSIDE HS(QN) ,Mitigated,On-Site,No,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
151,BEACH CHANNEL HS(QS) ,Arrested,Off-Site,No,Full-Time,N,N,Y,DB,Metal,N,None,ASSAULT,,M
152,BEACH CHANNEL HS(QS) ,Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
153,BEACH CHANNEL HS(QS) ,Arrested,On-Site,No,Full-Time,N,Y,Y,DB,Metal,N,None,GRAND LARCENY,,F
154,BEACH CHANNEL HS(QS) ,Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,CRIM CONTEMPT,,F
155,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,
156,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,
157,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
158,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
159,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
160,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
161,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,PATROL,Velcro,N,None,,,
162,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,SSA,Velcro,N,None,,,
163,BEACH CHANNEL HS(QS) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,PATROL,Velcro,N,None,,,
164,BEACH CHANNEL HS(QS) ,Juvenile Report,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,M
165,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
166,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
167,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
168,BEACH CHANNEL HS(QS) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
169,Beacon High School (MS),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,SSA,Metal,N,None,,,
170,Beacon High School (MS),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
171,Beacon High School (MS),Child in Crisis,On-Site,No,Non-Scanning,N,N,Y,,No Restraints,N,None,,,
172,Beacon High School (MS),Summons,On-Site,No,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,TRESPASS,V
173,BEDFORD STUYVESANT PREPARATORY HS(BN) ,Mitigated,On-Site,No,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
174,BELMONT PREPARATORY HS(XW),Arrested,On-Site,No,Full-Time,N,Y,Y,DB,Metal,N,None,ROBBERY,,F
175,BELMONT PREPARATORY HS(XW),Arrested,On-Site,No,Full-Time,N,Y,Y,PATROL,Metal,N,None,SEX MISCONDUCT,,M
176,BENJAMIN BANNEKER ACADEMY(BN),Child in Crisis,On-Site,No,Non-Scanning,N,Y,Y,,No Restraints,N,None,,,
177,BENJAMIN CARDOZO HS(QN) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,CPCS,,M
178,BENJAMIN CARDOZO HS(QN) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,N,None,PETIT LARCENY,,M
179,BENJAMIN CARDOZO HS(QN) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,SSA,Metal,Y,Physical Force,RESIST ARREST,,M
180,BENJAMIN CARDOZO HS(QN) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,SALE MARIJNA,,F
181,BENJAMIN CARDOZO HS(QN) ,Summons,On-Site,Yes,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,TRESPASS,V
182,BOYS AND GIRLS HS(BN) ,Child in Crisis,On-Site,No,Full-Time,N,Y,Y,,No Restraints,N,None,,,
183,BOYS AND GIRLS HS(BN) ,Summons,On-Site,Yes,Full-Time,N,Y,N,PATROL,No Restraints,N,None,,CONSUMPTION OF ALCOHOL,V
184,BRANDEIS YABC(MN),Arrested,On-Site,No,Full-Time,Y,Y,Y,PATROL,Metal,N,None,PETIT LARCENY,,M
185,BRANDEIS YABC(MN),Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,POSS. OF KNIFE,V
186,BRANDEIS YABC(MN),Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,BOX CUTTER,V
187,BRANDEIS YABC(MN),Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,BOX CUTTER,V
188,BRANDEIS YABC(MN),Summons,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
189,BRANDEIS YABC(MN),Summons,On-Site,No,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
190,BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,CRIM POSS WEAP,,M
191,BRONX ACADEMY HIGH SCHOOL(XE),Summons,On-Site,No,Non-Scanning,N,Y,Y,UTF,No Restraints,N,None,,DISCON: FIGHTING,V
192,BRONX ACADEMY OF HEALTH CAREERS(XE),Summons,On-Site,No,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,DISCON: FIGHTING,V
193,BRONX ACADEMY OF HEALTH CAREERS(XE),Summons,On-Site,No,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,BOX CUTTER,V
194,BRONX ACADEMY OF HEALTH CAREERS(XE),Summons,On-Site,No,Full-Time,N,Y,Y,UTF,No Restraints,N,None,,DISCON: FIGHTING,V
195,Bronx Arena HS(XE),Arrested,On-Site,No,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,CRIM POSS WEAP,,M
196,Bronx Collegiate Academy(XW)Old Bronx Expeditionary Learning HS,Juvenile Report,On-Site,No,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
197,Bronx Community HS(XE),Mitigated,On-Site,No,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
